Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
CPU,BX8070110900K,Intel,Core i9-10900K,1,102,30068,https://cpu.userbenchmark.com/Intel-Core-i9-10900K/Rating/4071
CPU,BX80684I99900KS,Intel,Core i9-9900KS,2,102,9970,https://cpu.userbenchmark.com/SpeedTest/929964/IntelR-CoreTM-i9-9900KS-CPU---400GHz
CPU,BX8070110850K,Intel,Core i9-10850K,3,101,20436,https://cpu.userbenchmark.com/SpeedTest/1255865/IntelR-CoreTM-i9-10850K-CPU---360GHz
CPU,100-100000061WOF,AMD,Ryzen 9 5900X,4,101,17892,https://cpu.userbenchmark.com/AMD-Ryzen-9-5900X/Rating/4087
CPU,100-100000059WOF,AMD,Ryzen 9 5950X,5,101,7989,https://cpu.userbenchmark.com/AMD-Ryzen-9-5950X/Rating/4086
CPU,BX8070110900KF,Intel,Core i9-10900KF,6,100,5534,https://cpu.userbenchmark.com/SpeedTest/1174369/IntelR-CoreTM-i9-10900KF-CPU---370GHz
CPU,100-100000063WOF,AMD,Ryzen 7 5800X,7,99.5,32350,https://cpu.userbenchmark.com/AMD-Ryzen-7-5800X/Rating/4085
CPU,BX8070110700K,Intel,Core i7-10700K,8,99.1,73229,https://cpu.userbenchmark.com/Intel-Core-i7-10700K/Rating/4070
CPU,BX80684I99900KF,Intel,Core i9-9900KF,9,98.4,12782,https://cpu.userbenchmark.com/SpeedTest/764533/IntelR-CoreTM-i9-9900KF-CPU---360GHz
CPU,BX8070110700KF,Intel,Core i7-10700KF,10,98.3,6408,https://cpu.userbenchmark.com/SpeedTest/1171560/IntelR-CoreTM-i7-10700KF-CPU---380GHz
CPU,,Intel,Core i9-10900,11,98.2,3573,https://cpu.userbenchmark.com/SpeedTest/1169242/IntelR-CoreTM-i9-10900-CPU---280GHz
CPU,BX80684I79700KF,Intel,Core i7-9700KF,12,98,18808,https://cpu.userbenchmark.com/SpeedTest/710154/IntelR-CoreTM-i7-9700KF-CPU---360GHz
CPU,BX80684I99900K,Intel,Core i9-9900K,13,98,312702,https://cpu.userbenchmark.com/Intel-Core-i9-9900K/Rating/4028
CPU,BX8070110900F,Intel,Core i9-10900F,14,97.7,1737,https://cpu.userbenchmark.com/SpeedTest/1196789/IntelR-CoreTM-i9-10900F-CPU---280GHz
CPU,BX80684I79700K,Intel,Core i7-9700K,15,97.3,347064,https://cpu.userbenchmark.com/Intel-Core-i7-9700K/Rating/4030
CPU,100-100000065BOX,AMD,Ryzen 5 5600X,16,96.7,49852,https://cpu.userbenchmark.com/AMD-Ryzen-5-5600X/Rating/4084
CPU,BX8070110600K,Intel,Core i5-10600K,17,96,23429,https://cpu.userbenchmark.com/Intel-Core-i5-10600K/Rating/4072
CPU,,AMD,Ryzen 9 5900HS,18,95.7,7,https://cpu.userbenchmark.com/SpeedTest/1452199/AMD-Ryzen-9-5900HS-with-Radeon-Graphics
CPU,BX8070110600KF,Intel,Core i5-10600KF,19,95.6,3420,https://cpu.userbenchmark.com/SpeedTest/1225152/IntelR-CoreTM-i5-10600KF-CPU---410GHz
CPU,BX80684I78086K,Intel,Core i7-8086K,20,95.3,30664,https://cpu.userbenchmark.com/SpeedTest/516988/IntelR-CoreTM-i7-8086K-CPU---400GHz
CPU,BX8070110700,Intel,Core i7-10700,21,95.2,20151,https://cpu.userbenchmark.com/Intel-Core-i7-10700/Rating/4077
CPU,BX8070110700F,Intel,Core i7-10700F,22,94.8,8010,https://cpu.userbenchmark.com/SpeedTest/1183814/IntelR-CoreTM-i7-10700F-CPU---290GHz
CPU,BX80684I59600K,Intel,Core i5-9600K,23,94.6,243394,https://cpu.userbenchmark.com/Intel-Core-i5-9600K/Rating/4031
CPU,BX8070110600,Intel,Core i5-10600,24,94.3,2601,https://cpu.userbenchmark.com/Intel-Core-i5-10600/Rating/4069
CPU,BX80684I99900,Intel,Core i9-9900,25,94.2,6123,https://cpu.userbenchmark.com/SpeedTest/816115/IntelR-CoreTM-i9-9900-CPU---310GHz
CPU,BX80684I59600KF,Intel,Core i5-9600KF,26,93.8,38067,https://cpu.userbenchmark.com/SpeedTest/772658/IntelR-CoreTM-i5-9600KF-CPU---370GHz
CPU,BX80684I79700,Intel,Core i7-9700,27,93.7,45306,https://cpu.userbenchmark.com/SpeedTest/816180/IntelR-CoreTM-i7-9700-CPU---300GHz
CPU,BX80684I79700F,Intel,Core i7-9700F,28,93.4,27089,https://cpu.userbenchmark.com/SpeedTest/816132/IntelR-CoreTM-i7-9700F-CPU---300GHz
CPU,BX80684I78700K,Intel,Core i7-8700K,29,93.2,594741,https://cpu.userbenchmark.com/Intel-Core-i7-8700K/Rating/3937
CPU,,AMD,Ryzen 9 5900HX,30,92.9,84,https://cpu.userbenchmark.com/SpeedTest/1449683/AMD-Ryzen-9-5900HX-with-Radeon-Graphics
CPU,BX80684I59600,Intel,Core i5-9600,31,92.7,504,https://cpu.userbenchmark.com/SpeedTest/853186/IntelR-CoreTM-i5-9600-CPU---310GHz
CPU,BX80684I58600K,Intel,Core i5-8600K,32,92.6,185003,https://cpu.userbenchmark.com/Intel-Core-i5-8600K/Rating/3941
CPU,BX8070110500,Intel,Core i5-10500,33,92,2489,https://cpu.userbenchmark.com/Intel-Core-i5-10500/Rating/4078
CPU,100-100000279WOF,AMD,Ryzen 7 3800XT,34,89.7,7106,https://cpu.userbenchmark.com/SpeedTest/1218139/AMD-Ryzen-7-3800XT-8-Core-Processor
CPU,BX80684I78700,Intel,Core i7-8700,35,89.5,251629,https://cpu.userbenchmark.com/Intel-Core-i7-8700/Rating/3940
CPU,BX80684I39350KF,Intel,Core i3-9350KF,36,89.5,704,https://cpu.userbenchmark.com/Intel-Core-i3-9350KF/Rating/4055
CPU,,Intel,Core i3-10320,37,89.4,161,https://cpu.userbenchmark.com/SpeedTest/1180543/IntelR-CoreTM-i3-10320-CPU---380GHz
CPU,,AMD,Ryzen 7 4700G,38,89.3,128,https://cpu.userbenchmark.com/SpeedTest/1135003/AMD-Ryzen-7-4700G-8-Core-Processor
CPU,100-100000277WOF,AMD,Ryzen 9 3900XT,39,89.2,12036,https://cpu.userbenchmark.com/SpeedTest/1202614/AMD-Ryzen-9-3900XT-12-Core-Processor
CPU,BX80684I59500,Intel,Core i5-9500,40,89,4057,https://cpu.userbenchmark.com/SpeedTest/825467/IntelR-CoreTM-i5-9500-CPU---300GHz
CPU,BX8070110400,Intel,Core i5-10400,41,89,19644,https://cpu.userbenchmark.com/Intel-Core-i5-10400/Rating/4073
CPU,100-100000023BOX,AMD,Ryzen 9 3900X,42,88.7,191488,https://cpu.userbenchmark.com/AMD-Ryzen-9-3900X/Rating/4044
CPU,BX8070110400F,Intel,Core i5-10400F,43,88.6,25973,https://cpu.userbenchmark.com/Intel-Core-i5-10400F/Rating/4079
CPU,100-100000051WOF,AMD,Ryzen 9 3950X,44,88.5,29222,https://cpu.userbenchmark.com/AMD-Ryzen-9-3950X/Rating/4057
CPU,BX80684I58600,Intel,Core i5-8600,45,88.4,12580,https://cpu.userbenchmark.com/SpeedTest/477251/IntelR-CoreTM-i5-8600-CPU---310GHz
CPU,,Intel,Core i9-10980HK,46,88.3,2198,https://cpu.userbenchmark.com/SpeedTest/1065893/IntelR-CoreTM-i9-10980HK-CPU---240GHz
CPU,,AMD,Ryzen 7 5800H,47,88.2,153,https://cpu.userbenchmark.com/SpeedTest/1442974/AMD-Ryzen-7-5800H-with-Radeon-Graphics
CPU,BX8069510940X,Intel,Core i9-10940X,48,87.9,782,https://cpu.userbenchmark.com/SpeedTest/932085/IntelR-CoreTM-i9-10940X-CPU---330GHz
CPU,BX80677I77700K,Intel,Core i7-7700K,49,87.8,470215,https://cpu.userbenchmark.com/Intel-Core-i7-7700K/Rating/3647
CPU,100-100000025BOX,AMD,Ryzen 7 3800X,50,87.6,114499,https://cpu.userbenchmark.com/AMD-Ryzen-7-3800X/Rating/4047
CPU,BX80677I77740X,Intel,Core i7-7740X,51,87.5,3817,https://cpu.userbenchmark.com/SpeedTest/304932/IntelR-CoreTM-i7-7740X-CPU---430GHz
CPU,BX80671I76900K,Intel,Core i7-6900K,52,87.5,5463,https://cpu.userbenchmark.com/Intel-Core-i7-6900K/Rating/3605
CPU,BX8069510920X,Intel,Core i9-10920X,53,87.4,1171,https://cpu.userbenchmark.com/SpeedTest/931866/IntelR-CoreTM-i9-10920X-CPU---350GHz
CPU,BX8069510900X,Intel,Core i9-10900X,54,87.2,2425,https://cpu.userbenchmark.com/SpeedTest/969950/IntelR-CoreTM-i9-10900X-CPU---370GHz
CPU,BX8070110300,Intel,Core i3-10300,55,87.2,111,https://cpu.userbenchmark.com/Intel-Core-i3-10300/Rating/4074
CPU,BX80684I59400F,Intel,Core i5-9400F,56,87,164396,https://cpu.userbenchmark.com/Intel-Core-i5-9400F/Rating/4051
CPU,BX80673I99920X,Intel,Core i9-9920X,57,86.8,837,https://cpu.userbenchmark.com/SpeedTest/656219/IntelR-CoreTM-i9-9920X-CPU---350GHz
CPU,100-100000071BOX,AMD,Ryzen 7 3700X,58,86.8,467113,https://cpu.userbenchmark.com/AMD-Ryzen-7-3700X/Rating/4043
CPU,BX80684I59400,Intel,Core i5-9400,59,86.7,14980,https://cpu.userbenchmark.com/SpeedTest/735306/IntelR-CoreTM-i5-9400-CPU---290GHz
CPU,BX80684I58500,Intel,Core i5-8500,60,86.7,27973,https://cpu.userbenchmark.com/SpeedTest/447884/IntelR-CoreTM-i5-8500-CPU---300GHz
CPU,,Intel,Core i7-10700T,61,86.7,245,https://cpu.userbenchmark.com/SpeedTest/1218230/IntelR-CoreTM-i7-10700T-CPU---200GHz
CPU,,Intel,Core i7-10875H,62,86.5,11942,https://cpu.userbenchmark.com/SpeedTest/1111393/IntelR-CoreTM-i7-10875H-CPU---230GHz
CPU,BX80673I99940X,Intel,Core i9-9940X,63,86.5,1079,https://cpu.userbenchmark.com/SpeedTest/641326/IntelR-CoreTM-i9-9940X-CPU---330GHz
CPU,100-100000281BOX,AMD,Ryzen 5 3600XT,64,86.3,19769,https://cpu.userbenchmark.com/SpeedTest/1211585/AMD-Ryzen-5-3600XT-6-Core-Processor
CPU,BX80671I76950X,Intel,Core i7-6950X,65,86.3,4368,https://cpu.userbenchmark.com/Intel-Core-i7-6950X/Rating/3604
CPU,BX80671I76850K,Intel,Core i7-6850K,66,86.2,20487,https://cpu.userbenchmark.com/Intel-Core-i7-6850K/Rating/3606
CPU,,Intel,Core i5-10600T,67,86,13,https://cpu.userbenchmark.com/SpeedTest/1250930/IntelR-CoreTM-i5-10600T-CPU---240GHz
CPU,,Intel,Core i9-10900T,68,86,45,https://cpu.userbenchmark.com/SpeedTest/1238258/IntelR-CoreTM-i9-10900T-CPU---190GHz
CPU,BX80673I99960X,Intel,Core i9-9960X,69,85.8,551,https://cpu.userbenchmark.com/SpeedTest/653060/IntelR-CoreTM-i9-9960X-CPU---310GHz
CPU,,Intel,Core i7-10870H,70,85.8,884,https://cpu.userbenchmark.com/SpeedTest/1322918/IntelR-CoreTM-i7-10870H-CPU---220GHz
CPU,,Intel,Core i9-10885H,71,85.7,1524,https://cpu.userbenchmark.com/SpeedTest/1174414/IntelR-CoreTM-i9-10885H-CPU---240GHz
CPU,BX80677I57640X,Intel,Core i5-7640X,72,85.4,2210,https://cpu.userbenchmark.com/SpeedTest/310543/IntelR-CoreTM-i5-7640X-CPU---400GHz
CPU,100-100000022BOX,AMD,Ryzen 5 3600X,73,85.3,198140,https://cpu.userbenchmark.com/AMD-Ryzen-5-3600X/Rating/4041
CPU,100-1000000158,AMD,Ryzen 5 3500X,74,85.2,21143,https://cpu.userbenchmark.com/AMD-Ryzen-5-3500X/Rating/4052
CPU,BX80684I38350K,Intel,Core i3-8350K,75,85,20700,https://cpu.userbenchmark.com/Intel-Core-i3-8350K/Rating/3935
CPU,BX8070110100F,Intel,Core i3-10100F,76,85,5019,https://cpu.userbenchmark.com/Intel-Core-i3-10100F/Rating/4082
CPU,,AMD,Ryzen 9 4900H,77,85,1786,https://cpu.userbenchmark.com/SpeedTest/1185620/AMD-Ryzen-9-4900H-with-Radeon-Graphics
CPU,,AMD,Ryzen 9 4900HS,78,85,6067,https://cpu.userbenchmark.com/SpeedTest/1084184/AMD-Ryzen-9-4900HS-with-Radeon-Graphics
CPU,BX80684I58400,Intel,Core i5-8400,79,84.9,215845,https://cpu.userbenchmark.com/Intel-Core-i5-8400/Rating/3939
CPU,,Intel,Core i7-10750H,80,84.8,64919,https://cpu.userbenchmark.com/SpeedTest/1053158/IntelR-CoreTM-i7-10750H-CPU---260GHz
CPU,,Intel,Core i7-10850H,81,84.8,1121,https://cpu.userbenchmark.com/SpeedTest/1160496/IntelR-CoreTM-i7-10850H-CPU---270GHz
CPU,BX8070110100,Intel,Core i3-10100,82,84.8,7693,https://cpu.userbenchmark.com/Intel-Core-i3-10100/Rating/4075
CPU,BX80673I99900X,Intel,Core i9-9900X,83,84.6,2153,https://cpu.userbenchmark.com/SpeedTest/639130/IntelR-CoreTM-i9-9900X-CPU---350GHz
CPU,100-100000010WOF,AMD,Ryzen TR 3960X,84,84.5,2858,https://cpu.userbenchmark.com/SpeedTest/969111/AMD-Ryzen-Threadripper-3960X-24-Core-Processor
CPU,BX80673I97960X,Intel,Core i9-7960X,85,84.5,1697,https://cpu.userbenchmark.com/SpeedTest/357952/IntelR-CoreTM-i9-7960X-CPU---280GHz
CPU,,Intel ,Core i7-11375H,86,84.4,1,https://cpu.userbenchmark.com/SpeedTest/1462657/11th-Gen-IntelR-CoreTM-i7-11375H---330GHz
CPU,100-100000011WOF,AMD,Ryzen TR 3970X,87,84.3,2409,https://cpu.userbenchmark.com/SpeedTest/970030/AMD-Ryzen-Threadripper-3970X-32-Core-Processor
CPU,100-1000000050,AMD,Ryzen 5 3500,88,84.3,8301,https://cpu.userbenchmark.com/AMD-Ryzen-5-3500/Rating/4053
CPU,,AMD,Ryzen 7 4800HS,89,84.1,3999,https://cpu.userbenchmark.com/SpeedTest/1064059/AMD-Ryzen-7-4800HS-with-Radeon-Graphics
CPU,BX80648I75960X,Intel,Core i7-5960X,90,84.1,12921,https://cpu.userbenchmark.com/Intel-Core-i7-5960X/Rating/2580
CPU,BX80662I76700K,Intel,Core i7-6700K,91,84,471765,https://cpu.userbenchmark.com/Intel-Core-i7-6700K/Rating/3502
CPU,,Intel,Core i5-10500T,92,84,103,https://cpu.userbenchmark.com/SpeedTest/1204939/IntelR-CoreTM-i5-10500T-CPU---230GHz
CPU,BX80673I97940X,Intel,Core i9-7940X,93,84,3443,https://cpu.userbenchmark.com/SpeedTest/353078/IntelR-CoreTM-i9-7940X-CPU---310GHz
CPU,100-100000031BOX,AMD,Ryzen 5 3600,94,84,689739,https://cpu.userbenchmark.com/AMD-Ryzen-5-3600/Rating/4040
CPU,BX8069510980XE,Intel,Core i9-10980XE,95,83.9,1338,https://cpu.userbenchmark.com/SpeedTest/935899/IntelR-CoreTM-i9-10980XE-CPU---300GHz
CPU,BX80673I79800X,Intel,Core i7-9800X,96,83.8,2344,https://cpu.userbenchmark.com/SpeedTest/651256/IntelR-CoreTM-i7-9800X-CPU---380GHz
CPU,BX80646I74790K,Intel,Core i7-4790K,97,83.6,334184,https://cpu.userbenchmark.com/Intel-Core-i7-4790K/Rating/2384
CPU,BX80673I97900X,Intel,Core i9-7900X,98,83.6,14770,https://cpu.userbenchmark.com/Intel-Core-i9-7900X/Rating/3936
CPU,,Intel,Core i9-9980HK,99,83.5,4506,https://cpu.userbenchmark.com/SpeedTest/797907/IntelR-CoreTM-i9-9980HK-CPU---240GHz
CPU,BX80673I99820X,Intel,Core i9-9820X,100,83.5,1567,https://cpu.userbenchmark.com/SpeedTest/651318/IntelR-CoreTM-i9-9820X-CPU---330GHz
CPU,BX80677I57600K,Intel,Core i5-7600K,101,83.5,165199,https://cpu.userbenchmark.com/Intel-Core-i5-7600K/Rating/3885
CPU,100-000000098,AMD,Ryzen 7 4800H,102,83.4,20987,https://cpu.userbenchmark.com/SpeedTest/1032976/AMD-Ryzen-7-4800H-with-Radeon-Graphics
CPU,BX80673I99980X,Intel,Core i9-9980XE,103,83.1,1431,https://cpu.userbenchmark.com/SpeedTest/652504/IntelR-CoreTM-i9-9980XE-CPU---300GHz
CPU,BX80658i75775C,Intel,Core i7-5775C,104,83,1655,https://cpu.userbenchmark.com/SpeedTest/30276/IntelR-CoreTM-i7-5775C-CPU---330GHz
CPU,BX80648I75930K,Intel,Core i7-5930K,105,83,26773,https://cpu.userbenchmark.com/Intel-Core-i7-5930K/Rating/2578
CPU,BX80671I76800K,Intel,Core i7-6800K,106,82.9,36536,https://cpu.userbenchmark.com/Intel-Core-i7-6800K/Rating/3607
CPU,CM8068403358413,Intel,Core i7-8700T,107,82.6,2786,https://cpu.userbenchmark.com/SpeedTest/480804/IntelR-CoreTM-i7-8700T-CPU---240GHz
CPU,,Intel,Core i7-11370H,108,82.4,61,https://cpu.userbenchmark.com/SpeedTest/1444990/11th-Gen-IntelR-CoreTM-i7-11370H---330GHz
CPU,CM8068403358708,Intel,Core i5-8600T,109,82.3,199,https://cpu.userbenchmark.com/SpeedTest/506080/IntelR-CoreTM-i5-8600T-CPU---230GHz
CPU,BX80673I77820X,Intel,Core i7-7820X,110,82.3,21139,https://cpu.userbenchmark.com/Intel-Core-i7-7820X/Rating/3928
CPU,BX80673I97920X,Intel,Core i9-7920X,111,82.2,4042,https://cpu.userbenchmark.com/SpeedTest/278103/IntelR-CoreTM-i9-7920X-CPU---350GHz
CPU,,AMD,Ryzen 7 5800HS,112,82.2,4,https://cpu.userbenchmark.com/SpeedTest/1463823/AMD-Ryzen-7-5800HS-with-Radeon-Graphics
CPU,YD270XBGAFBOX,AMD,Ryzen 7 2700X,113,81.9,428911,https://cpu.userbenchmark.com/AMD-Ryzen-7-2700X/Rating/3958
CPU,100-000000163,AMD,Ryzen TR 3990X,114,81.6,581,https://cpu.userbenchmark.com/SpeedTest/1035665/AMD-Ryzen-Threadripper-3990X-64-Core-Processor
CPU,CL8068404069006,Intel,Core i9-9880H,115,81.6,7118,https://cpu.userbenchmark.com/SpeedTest/750169/IntelR-CoreTM-i9-9880H-CPU---230GHz
CPU,BX80658i55675C,Intel,Core i5-5675C,116,81.5,819,https://cpu.userbenchmark.com/SpeedTest/31828/IntelR-CoreTM-i5-5675C-CPU---310GHz
CPU,BX80684I39100,Intel,Core i3-9100,117,81.2,5642,https://cpu.userbenchmark.com/SpeedTest/806339/IntelR-CoreTM-i3-9100-CPU---360GHz
CPU,100-100000159BOX,AMD,Ryzen 3 3300X,118,81.1,7587,https://cpu.userbenchmark.com/AMD-Ryzen-3-3300X/Rating/4076
CPU,BX80648I75820K,Intel,Core i7-5820K,119,81.1,86536,https://cpu.userbenchmark.com/Intel-Core-i7-5820K/Rating/2579
CPU,,Intel,Core i7-9850H,120,81,5458,https://cpu.userbenchmark.com/SpeedTest/826055/IntelR-CoreTM-i7-9850H-CPU---260GHz
CPU,,Intel,Xeon E3-1245 v6,121,80.9,390,https://cpu.userbenchmark.com/SpeedTest/299743/IntelR-XeonR-CPU-E3-1245-v6---370GHz
CPU,BX80633I74960X,Intel,Core i7-4960X,122,80.8,3244,https://cpu.userbenchmark.com/Intel-Core-i7-4960X/Rating/1977
CPU,,Intel,Core i5-10200H,123,80.8,349,https://cpu.userbenchmark.com/SpeedTest/1303113/IntelR-CoreTM-i5-10200H-CPU---240GHz
CPU,BX80684I39100F,Intel,Core i3-9100F,124,80.7,65787,https://cpu.userbenchmark.com/Intel-Core-i3-9100F/Rating/4054
CPU,,Intel,Core i7-8809G,125,80.7,3037,https://cpu.userbenchmark.com/SpeedTest/422264/IntelR-CoreTM-i7-8809G-CPU---310GHz
CPU,YD292XA8AFWOF,AMD,Ryzen TR 2920X,126,80.6,2257,https://cpu.userbenchmark.com/SpeedTest/625966/AMD-Ryzen-Threadripper-2920X-12-Core-Processor
CPU,BX80673I77800X,Intel,Core i7-7800X,127,80.5,14440,https://cpu.userbenchmark.com/SpeedTest/304816/IntelR-CoreTM-i7-7800X-CPU---350GHz
CPU,,Intel,Xeon E3-1270 v6,128,80.4,445,https://cpu.userbenchmark.com/SpeedTest/278175/IntelR-XeonR-CPU-E3-1270-v6---380GHz
CPU,BX80673I97980X,Intel,Core i9-7980XE,129,80.4,3503,https://cpu.userbenchmark.com/SpeedTest/352013/IntelR-CoreTM-i9-7980XE-CPU---260GHz
CPU,CL8068404121817,Intel,Core i7-9750H,130,80.4,202064,https://cpu.userbenchmark.com/SpeedTest/766364/IntelR-CoreTM-i7-9750H-CPU---260GHz
CPU,,Intel,Xeon E3-1286 v3,131,80.3,20,https://cpu.userbenchmark.com/SpeedTest/33047/IntelR-XeonR-CPU-E3-1286-v3---370GHz
CPU,,Intel,Xeon E5-1650 v3,132,80.2,4933,https://cpu.userbenchmark.com/SpeedTest/16320/IntelR-XeonR-CPU-E5-1650-v3---350GHz
CPU,BX80662I56600K,Intel,Core i5-6600K,133,80,279292,https://cpu.userbenchmark.com/Intel-Core-i5-6600K/Rating/3503
CPU,BX80646I54690K,Intel,Core i5-4690K,134,80,206329,https://cpu.userbenchmark.com/Intel-Core-i5-4690K/Rating/2432
CPU,,AMD,Ryzen 5 4600HS,135,80,594,https://cpu.userbenchmark.com/SpeedTest/1134526/AMD-Ryzen-5-4600HS-with-Radeon-Graphics
CPU,,Intel,Core i3-10300T,136,79.9,2,https://cpu.userbenchmark.com/SpeedTest/1290166/IntelR-CoreTM-i3-10300T-CPU---300GHz
CPU,,Intel,Core i5-10300H,137,79.9,18892,https://cpu.userbenchmark.com/SpeedTest/1027882/IntelR-CoreTM-i5-10300H-CPU---250GHz
CPU,BX80677I77700,Intel,Core i7-7700,138,79.8,198353,https://cpu.userbenchmark.com/Intel-Core-i7-7700/Rating/3887
CPU,YD295XA8UGAAF,AMD,Ryzen TR 2950X,139,79.8,6691,https://cpu.userbenchmark.com/SpeedTest/569025/AMD-Ryzen-Threadripper-2950X-16-Core-Processor
CPU,,Intel,Core i7-3970X,140,79.8,2305,https://cpu.userbenchmark.com/SpeedTest/6794/IntelR-CoreTM-i7-3970X-CPU---350GHz
CPU,,Intel,Core i5-10400T,141,79.7,193,https://cpu.userbenchmark.com/SpeedTest/1189479/IntelR-CoreTM-i5-10400T-CPU---200GHz
CPU,YD260XBCAFBOX,AMD,Ryzen 5 2600X,142,79.6,264672,https://cpu.userbenchmark.com/AMD-Ryzen-5-2600X/Rating/3956
CPU,,Intel,Xeon E5-1650 v2,143,79.6,5276,https://cpu.userbenchmark.com/SpeedTest/7574/IntelR-XeonR-CPU-E5-1650-v2---350GHz
CPU,100-000000100,AMD,Ryzen 5 4600H,144,79.5,14474,https://cpu.userbenchmark.com/SpeedTest/1110331/AMD-Ryzen-5-4600H-with-Radeon-Graphics
CPU,,Intel,Core i5-10400H,145,79.5,159,https://cpu.userbenchmark.com/SpeedTest/1084904/IntelR-CoreTM-i5-10400H-CPU---260GHz
CPU,,Intel,Core i5-9400H,146,79.3,428,https://cpu.userbenchmark.com/SpeedTest/843530/IntelR-CoreTM-i5-9400H-CPU---250GHz
CPU,BX80684I38300,Intel,Core i3-8300,147,79.3,1582,https://cpu.userbenchmark.com/SpeedTest/484077/IntelR-CoreTM-i3-8300-CPU---370GHz
CPU,BX80619I73960X,Intel,Core i7-3960X,148,79.2,1788,https://cpu.userbenchmark.com/Intel-Core-i7-3960X/Rating/1973
CPU,CL8068403805708,Intel,Core i9-8950HK,149,79.2,11297,https://cpu.userbenchmark.com/SpeedTest/486215/IntelR-CoreTM-i9-8950HK-CPU---290GHz
CPU,FH8068403419332,Intel,Core i7-8559U,150,79.2,1977,https://cpu.userbenchmark.com/SpeedTest/543591/IntelR-CoreTM-i7-8559U-CPU---270GHz
CPU,BX80633I74930K,Intel,Core i7-4930K,151,79.2,14729,https://cpu.userbenchmark.com/Intel-Core-i7-4930K/Rating/1976
CPU,BX80646I74770K,Intel,Core i7-4770K,152,79,148843,https://cpu.userbenchmark.com/Intel-Core-i7-4770K/Rating/1537
CPU,BX80677I57600,Intel,Core i5-7600,153,78.8,31712,https://cpu.userbenchmark.com/Intel-Core-i5-7600/Rating/3890
CPU,YD297XAZAFWOF,AMD,Ryzen TR 2970WX,154,78.7,795,https://cpu.userbenchmark.com/SpeedTest/626249/AMD-Ryzen-Threadripper-2970WX-24-Core-Processor
CPU,CL8068403359524,Intel,Core i7-8750H,155,78.5,310583,https://cpu.userbenchmark.com/SpeedTest/470418/IntelR-CoreTM-i7-8750H-CPU---220GHz
CPU,,Intel,Core i7-5950HQ,156,78.4,150,https://cpu.userbenchmark.com/SpeedTest/29765/IntelR-CoreTM-i7-5950HQ-CPU---290GHz
CPU,,Intel,Core i7 X 000,157,78.4,92,https://cpu.userbenchmark.com/SpeedTest/2446/IntelR-CoreTM-i7-CPU-------X-000----333GHz
CPU,,Intel,Core i7-5775R,158,78.4,141,https://cpu.userbenchmark.com/SpeedTest/39919/IntelR-CoreTM-i7-5775R-CPU---330GHz
CPU,,Intel,Xeon W3690,159,78.3,3073,https://cpu.userbenchmark.com/SpeedTest/9677/IntelR-XeonR-CPU-----------W3690----347GHz
CPU,BX80646I54670K,Intel,Core i5-4670K,160,78.3,121201,https://cpu.userbenchmark.com/Intel-Core-i5-4670K/Rating/1538
CPU,,Intel,Core i3-10100T,161,78.3,75,https://cpu.userbenchmark.com/SpeedTest/1260090/IntelR-CoreTM-i3-10100T-CPU---300GHz
CPU,,Intel,Xeon E3-1230 v6,162,78.3,363,https://cpu.userbenchmark.com/SpeedTest/268848/IntelR-XeonR-CPU-E3-1230-v6---350GHz
CPU,,Intel,Core i7 X 990,163,77.7,2861,https://cpu.userbenchmark.com/SpeedTest/2590/IntelR-CoreTM-i7-CPU-------X-990----347GHz
CPU,100-000000083,AMD,Ryzen 7 4700U,164,77.6,6895,https://cpu.userbenchmark.com/SpeedTest/1105478/AMD-Ryzen-7-4700U-with-Radeon-Graphics
CPU,BX80646E31276V3,Intel,Xeon E3-1276 v3,165,77.5,227,https://cpu.userbenchmark.com/SpeedTest/25180/IntelR-XeonR-CPU-E3-1276-v3---360GHz
CPU,CL8068403359725,Intel,Core i7-8850H,166,77.5,13406,https://cpu.userbenchmark.com/SpeedTest/485626/IntelR-CoreTM-i7-8850H-CPU---260GHz
CPU,100-100000284BOX,AMD,Ryzen 3 3100,167,77.4,22648,https://cpu.userbenchmark.com/SpeedTest/1148404/AMD-Ryzen-3-3100-4-Core-Processor
CPU,CM8068403362509,Intel,Core i5-8500T,168,77.3,2559,https://cpu.userbenchmark.com/SpeedTest/532888/IntelR-CoreTM-i5-8500T-CPU---210GHz
CPU,,Intel,Xeon E3-1271 v3,169,77.3,955,https://cpu.userbenchmark.com/SpeedTest/17463/IntelR-XeonR-CPU-E3-1271-v3---360GHz
CPU,BX80637I73770K,Intel,Core i7-3770K,170,77.2,125000,https://cpu.userbenchmark.com/Intel-Core-i7-3770K/Rating/1317
CPU,YD2600BBAFBOX,AMD,Ryzen 5 2600,171,77.2,594063,https://cpu.userbenchmark.com/AMD-Ryzen-5-2600/Rating/3955
CPU,CL8068403373614,Intel,Core i5-8400H,172,77.1,850,https://cpu.userbenchmark.com/SpeedTest/524256/IntelR-CoreTM-i5-8400H-CPU---250GHz
CPU,,Intel,Xeon E3-1275 v3,173,77.1,278,https://cpu.userbenchmark.com/SpeedTest/5652/IntelR-XeonR-CPU-E3-1275-v3---350GHz
CPU,BX80619I73930K,Intel,Core i7-3930K,174,77,30523,https://cpu.userbenchmark.com/Intel-Core-i7-3930K/Rating/1487
CPU,,Intel,Xeon E3-1230 v5,175,77,1562,https://cpu.userbenchmark.com/SpeedTest/72554/IntelR-XeonR-CPU-E3-1230-v5---340GHz
